age_in_days,asset.host_name,asset.id,asset.ipv4_addresses,asset.name,asset.operating_systems,definition.cve,definition.description,definition.family,definition.id,definition.name,definition.solution,definition.vpr.score,definition.vulnerability_published,definition.workaround,definition.workaround_published,definition.workaround_type,first_observed,id,last_seen,port,protocol,resurfaced_date,severity,state,vuln_age,vuln_sla_date
100,atlswan02.example.net,asset-47747,10.236.245.97,ATLSWAN02,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2768,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,9.065453060522108,2025-02-21,Disable affected service if not required.,2025-05-22,Mitigation,2025-08-26,vuln-283450,2026-02-03,0,UDP,,High,ACTIVE,85,2026-04-12
142,atlswan02.example.net,asset-47747,10.80.49.11,ATLSWAN02,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9520,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.701835634881813,2025-02-28,Disable affected service if not required.,2025-11-06,Mitigation,2025-09-19,vuln-933966,2026-02-02,8443,UDP,,High,ACTIVE,74,2026-04-30
256,atlswan02.example.net,asset-47747,10.238.176.38,ATLSWAN02,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8640,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.980923068152575,2025-04-15,Disable affected service if not required.,2025-08-12,Mitigation,2025-08-18,vuln-796590,2026-02-04,80,UDP,,High,ACTIVE,74,2026-05-03
8,atlswan02.example.net,asset-47747,10.117.11.56,ATLSWAN02,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5636,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.125470600970624,2025-11-05,Disable affected service if not required.,2025-12-11,Mitigation,2025-09-04,vuln-420677,2026-02-05,443,UDP,,Critical,ACTIVE,170,2026-03-15
26,atlswan02.example.net,asset-47747,10.65.36.90,ATLSWAN02,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5641,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,7.085263298891563,2025-04-25,Disable affected service if not required.,2025-10-20,Mitigation,2025-12-16,vuln-847841,2026-02-03,23,ICMP,,Medium,ACTIVE,51,2026-04-10
149,atlswan02.example.net,asset-47747,10.57.9.122,ATLSWAN02,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6810,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.548728504864195,2025-02-15,Disable affected service if not required.,2025-06-24,Mitigation,2025-09-21,vuln-518500,2026-02-05,80,UDP,,Critical,ACTIVE,153,2026-04-18
289,atlswan02.example.net,asset-47747,10.112.174.225,ATLSWAN02,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6283,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.604380249814446,2025-10-28,Disable affected service if not required.,2025-09-27,Mitigation,2025-11-04,vuln-242282,2026-02-02,8443,TCP,,Low,ACTIVE,78,2026-04-18
153,atlswan02.example.net,asset-47747,10.146.238.161,ATLSWAN02,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8555,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,6.0458306758357,2025-06-29,Disable affected service if not required.,2025-05-29,Mitigation,2025-12-14,vuln-245342,2026-02-01,443,ICMP,,Medium,ACTIVE,81,2026-04-05
240,atlswan02.example.net,asset-47747,10.91.110.120,ATLSWAN02,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7889,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.961446921603819,2025-05-16,Disable affected service if not required.,2025-12-24,Mitigation,2025-08-17,vuln-127705,2026-01-30,443,TCP,,Medium,ACTIVE,36,2026-03-29
28,miamifw01.example.net,asset-49634,10.22.15.70,MIAMIFW01,Cisco IOS OS,CVE-2024-20359,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2753,Cisco ASA and FTD Software Arbitrary File Read,Upgrade to the latest firmware version.,5.833483454542903,2025-11-19,Disable affected service if not required.,2025-08-12,Mitigation,2025-08-16,vuln-604855,2026-01-31,80,TCP,,Medium,ACTIVE,32,2026-03-21
360,miamifw01.example.net,asset-49634,10.53.133.37,MIAMIFW01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9115,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.136402750190672,2025-02-14,Disable affected service if not required.,2025-10-20,Mitigation,2025-10-22,vuln-758756,2026-02-03,0,TCP,,High,ACTIVE,125,2026-03-29
59,miamifw01.example.net,asset-49634,10.18.1.40,MIAMIFW01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2983,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.519822560972449,2025-09-03,Disable affected service if not required.,2025-09-25,Mitigation,2025-12-12,vuln-596754,2026-02-05,8443,UDP,,High,ACTIVE,101,2026-05-04
154,miamifw01.example.net,asset-49634,10.104.124.252,MIAMIFW01,Cisco IOS OS,CVE-2022-20699,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4015,Cisco Small Business Routers RCE,Upgrade to the latest firmware version.,10.120270957312941,2025-04-03,Disable affected service if not required.,2025-08-27,Mitigation,2025-09-17,vuln-790130,2026-02-01,22,UDP,,Critical,ACTIVE,38,2026-03-28
95,miamifw01.example.net,asset-49634,10.37.210.191,MIAMIFW01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4943,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.270775491830072,2025-04-03,Disable affected service if not required.,2025-09-27,Mitigation,2025-09-08,vuln-603805,2026-02-03,80,ICMP,,High,ACTIVE,26,2026-03-31
189,miamifw01.example.net,asset-49634,10.171.71.101,MIAMIFW01,Cisco IOS OS,CVE-2021-1473,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-7321,Cisco Small Business Router Management Interface,Upgrade to the latest firmware version.,4.497652703522557,2025-11-14,Disable affected service if not required.,2025-05-15,Mitigation,2025-09-23,vuln-953009,2026-02-02,23,TCP,,Low,ACTIVE,73,2026-04-08
289,miamifw01.example.net,asset-49634,10.100.3.149,MIAMIFW01,Cisco IOS OS,CVE-2022-20968,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5960,Cisco IP Phone Buffer Overflow,Upgrade to the latest firmware version.,5.034083542563833,2025-02-08,Disable affected service if not required.,2025-05-25,Mitigation,2025-12-28,vuln-471958,2026-02-04,443,ICMP,,Medium,ACTIVE,118,2026-04-20
82,miamifw01.example.net,asset-49634,10.92.129.220,MIAMIFW01,Cisco IOS OS,CVE-2023-20269,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9244,Cisco ASA and FTD Software Remote Access VPN,Upgrade to the latest firmware version.,7.2107801388862285,2025-04-14,Disable affected service if not required.,2025-06-22,Mitigation,2025-08-29,vuln-165814,2026-02-04,0,TCP,,High,ACTIVE,91,2026-03-27
236,miamifw01.example.net,asset-49634,10.184.220.202,MIAMIFW01,Cisco IOS OS,CVE-2023-20198,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3294,Cisco IOS XE Software Web UI Privilege Escalation,Upgrade to the latest firmware version.,9.778340144343383,2025-08-05,Disable affected service if not required.,2025-06-20,Mitigation,2025-12-21,vuln-980096,2026-01-31,443,UDP,,Critical,ACTIVE,121,2026-03-30
295,miamifw01.example.net,asset-49634,10.182.238.130,MIAMIFW01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9608,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.559226017664536,2025-07-26,Disable affected service if not required.,2025-07-13,Mitigation,2025-08-11,vuln-747469,2026-01-30,443,TCP,,Medium,ACTIVE,12,2026-05-06
119,miamifw01.example.net,asset-49634,10.25.171.28,MIAMIFW01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9182,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.634233908946233,2025-05-09,Disable affected service if not required.,2025-07-26,Mitigation,2025-11-09,vuln-909231,2026-01-30,0,TCP,,High,ACTIVE,27,2026-03-11
197,miamifw01.example.net,asset-49634,10.194.250.108,MIAMIFW01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2054,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.2619266451292015,2025-09-01,Disable affected service if not required.,2025-11-10,Mitigation,2025-12-29,vuln-987936,2026-01-31,22,UDP,,High,ACTIVE,96,2026-03-30
90,miamifw01.example.net,asset-49634,10.83.28.179,MIAMIFW01,Cisco IOS OS,CVE-2018-0171,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-8364,Cisco IOS and IOS XE Software Smart Install,Upgrade to the latest firmware version.,9.677628945806747,2025-02-15,Disable affected service if not required.,2025-09-27,Mitigation,2025-11-18,vuln-364760,2026-02-02,443,ICMP,,Critical,ACTIVE,74,2026-04-23
83,miamifw01.example.net,asset-49634,10.112.209.136,MIAMIFW01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4150,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,9.386018298433036,2025-12-26,Disable affected service if not required.,2025-11-19,Mitigation,2025-11-16,vuln-134853,2026-01-30,23,TCP,,Critical,ACTIVE,93,2026-03-19
291,miamifw01.example.net,asset-49634,10.140.222.19,MIAMIFW01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-6582,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,7.485304356234977,2025-02-13,Disable affected service if not required.,2025-04-12,Mitigation,2025-09-02,vuln-299372,2026-01-30,23,ICMP,,High,ACTIVE,122,2026-04-05
66,tampafw01.example.net,asset-56151,10.201.133.77,TAMPAFW01,Cisco IOS OS,CVE-2019-1653,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-2653,Cisco Small Business Routers Information Disclosure,Upgrade to the latest firmware version.,7.117927495380583,2025-09-11,Disable affected service if not required.,2025-12-12,Mitigation,2025-08-22,vuln-446994,2026-02-05,23,UDP,,High,ACTIVE,65,2026-04-13
35,tampafw01.example.net,asset-56151,10.224.224.41,TAMPAFW01,Cisco IOS OS,CVE-2020-3452,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5719,Cisco ASA and FTD Software Path Traversal,Upgrade to the latest firmware version.,7.074777122843443,2025-03-19,Disable affected service if not required.,2025-09-06,Mitigation,2025-08-28,vuln-740939,2026-02-01,80,UDP,,High,ACTIVE,159,2026-05-04
299,tampafw01.example.net,asset-56151,10.121.240.235,TAMPAFW01,Cisco IOS OS,CVE-2024-20353,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5309,Cisco ASA and FTD Software Web Services DoS,Upgrade to the latest firmware version.,8.753232000991538,2025-12-22,Disable affected service if not required.,2025-07-18,Mitigation,2025-09-22,vuln-373553,2026-02-04,80,TCP,,High,ACTIVE,36,2026-04-24
340,tampafw01.example.net,asset-56151,10.234.225.16,TAMPAFW01,Cisco IOS OS,CVE-2023-20273,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-4860,Cisco IOS XE Software Web UI Command Injection,Upgrade to the latest firmware version.,7.193555114216446,2025-03-25,Disable affected service if not required.,2025-12-20,Mitigation,2025-10-11,vuln-174200,2026-02-02,8443,ICMP,,High,ACTIVE,157,2026-03-09
283,tampafw01.example.net,asset-56151,10.123.243.34,TAMPAFW01,Cisco IOS OS,CVE-2021-34527,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-5432,Cisco IOS XE Software Buffer Overflow,Upgrade to the latest firmware version.,8.023329775346376,2025-11-15,Disable affected service if not required.,2025-12-20,Mitigation,2025-09-02,vuln-632261,2026-02-04,0,UDP,,High,ACTIVE,111,2026-04-07
117,tampafw01.example.net,asset-56151,10.6.239.15,TAMPAFW01,Cisco IOS OS,CVE-2021-1497,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-1431,Cisco HyperFlex HX Command Injection,Upgrade to the latest firmware version.,10.073613242669571,2025-09-29,Disable affected service if not required.,2025-06-27,Mitigation,2026-01-03,vuln-679334,2026-02-02,22,UDP,,Critical,ACTIVE,97,2026-03-24
221,tampafw01.example.net,asset-56151,10.180.110.141,TAMPAFW01,Cisco IOS OS,CVE-2020-3566,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-3257,Cisco IOS XR Software DVMRP Memory Exhaustion,Upgrade to the latest firmware version.,6.41558319954539,2025-11-08,Disable affected service if not required.,2025-07-03,Mitigation,2025-10-09,vuln-303052,2026-02-03,443,TCP,,Medium,ACTIVE,61,2026-04-23
302,tampafw01.example.net,asset-56151,10.3.59.106,TAMPAFW01,Cisco IOS OS,CVE-2023-20032,Vulnerability in Cisco IOS software allows...,Cisco IOS,def-9785,Cisco IOS XE Software SNMP Denial of Service,Upgrade to the latest firmware version.,7.768048611624388,2025-12-31,Disable affected service if not required.,2025-09-02,Mitigation,2025-12-24,vuln-180333,2026-02-05,23,UDP,,High,ACTIVE,47,2026-04-19
311,hqnfpan01.example.net,asset-15730,10.102.123.169,HQNFPAN01,Palo Alto Networks OS,CVE-2021-3064,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3005,Palo Alto Networks GlobalProtect Buffer Overflow,Upgrade to the latest firmware version.,9.956590283489257,2025-11-29,Disable affected service if not required.,2025-09-01,Mitigation,2025-08-21,vuln-315860,2026-02-02,0,ICMP,,Critical,ACTIVE,92,2026-03-11
228,hqnfpan01.example.net,asset-15730,10.183.78.242,HQNFPAN01,Palo Alto Networks OS,CVE-2022-0028,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-7011,Palo Alto Networks PAN-OS Reflected DoS,Upgrade to the latest firmware version.,8.880208405490263,2025-08-11,Disable affected service if not required.,2025-09-04,Mitigation,2025-08-26,vuln-380531,2026-02-03,0,ICMP,,High,ACTIVE,129,2026-05-01
178,hqnfpan01.example.net,asset-15730,10.231.106.181,HQNFPAN01,Palo Alto Networks OS,CVE-2019-1579,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-8966,Palo Alto Networks GlobalProtect RCE,Upgrade to the latest firmware version.,7.879783845532283,2025-09-25,Disable affected service if not required.,2025-10-29,Mitigation,2025-08-27,vuln-341734,2026-02-03,0,ICMP,,High,ACTIVE,54,2026-04-30
73,hqnfpan01.example.net,asset-15730,10.10.251.61,HQNFPAN01,Palo Alto Networks OS,CVE-2024-0012,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-8213,Palo Alto Networks PAN-OS Authentication Bypass,Upgrade to the latest firmware version.,9.949908086390733,2025-05-20,Disable affected service if not required.,2025-11-10,Mitigation,2026-01-02,vuln-623142,2026-01-30,22,UDP,,Critical,ACTIVE,72,2026-03-31
154,hqnfpan01.example.net,asset-15730,10.212.248.22,HQNFPAN01,Palo Alto Networks OS,CVE-2024-9474,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-1978,Palo Alto Networks PAN-OS Privilege Escalation,Upgrade to the latest firmware version.,7.579092482138978,2025-03-01,Disable affected service if not required.,2025-06-25,Mitigation,2025-09-03,vuln-119764,2026-01-30,443,UDP,,High,ACTIVE,114,2026-05-05
339,hqnfpan02.example.net,asset-39418,10.79.9.139,HQNFPAN02,Palo Alto Networks OS,CVE-2020-2021,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-6698,Palo Alto Networks PAN-OS SAML Authentication Bypass,Upgrade to the latest firmware version.,10.437223889127315,2025-03-02,Disable affected service if not required.,2025-07-19,Mitigation,2025-11-01,vuln-949602,2026-01-30,8443,TCP,,Critical,ACTIVE,8,2026-04-16
219,hqnfpan02.example.net,asset-39418,10.201.187.238,HQNFPAN02,Palo Alto Networks OS,CVE-2024-0012,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-1935,Palo Alto Networks PAN-OS Authentication Bypass,Upgrade to the latest firmware version.,10.107396695831495,2025-03-30,Disable affected service if not required.,2025-06-23,Mitigation,2025-10-26,vuln-660737,2026-02-02,443,ICMP,,Critical,ACTIVE,146,2026-03-19
84,hqnfpan02.example.net,asset-39418,10.246.98.120,HQNFPAN02,Palo Alto Networks OS,CVE-2021-3064,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-4903,Palo Alto Networks GlobalProtect Buffer Overflow,Upgrade to the latest firmware version.,9.431872712878233,2025-12-31,Disable affected service if not required.,2025-08-17,Mitigation,2025-10-29,vuln-189691,2026-02-04,8443,UDP,,Critical,ACTIVE,87,2026-04-01
20,hqnfpan02.example.net,asset-39418,10.158.71.93,HQNFPAN02,Palo Alto Networks OS,CVE-2023-38802,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-5403,Palo Alto Networks Cortex XSOAR SQL Injection,Upgrade to the latest firmware version.,8.259229943532596,2025-02-07,Disable affected service if not required.,2026-01-01,Mitigation,2025-12-07,vuln-421802,2026-02-01,0,UDP,,High,ACTIVE,68,2026-03-14
246,dcnfpan01.example.net,asset-33433,10.164.217.143,DCNFPAN01,Palo Alto Networks OS,CVE-2019-1579,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-4569,Palo Alto Networks GlobalProtect RCE,Upgrade to the latest firmware version.,8.00861088826198,2025-03-17,Disable affected service if not required.,2025-11-28,Mitigation,2025-10-29,vuln-739975,2026-02-01,80,TCP,,High,ACTIVE,113,2026-04-26
142,dcnfpan01.example.net,asset-33433,10.67.223.127,DCNFPAN01,Palo Alto Networks OS,CVE-2024-3400,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3084,Palo Alto Networks PAN-OS Command Injection,Upgrade to the latest firmware version.,9.72741891913368,2025-10-10,Disable affected service if not required.,2025-10-24,Mitigation,2025-12-26,vuln-343974,2026-02-05,0,TCP,,Critical,ACTIVE,48,2026-03-25
297,dcnfpan01.example.net,asset-33433,10.82.11.142,DCNFPAN01,Palo Alto Networks OS,CVE-2023-38802,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-4734,Palo Alto Networks Cortex XSOAR SQL Injection,Upgrade to the latest firmware version.,7.660812867818056,2025-08-28,Disable affected service if not required.,2025-08-29,Mitigation,2026-01-03,vuln-811341,2026-01-30,80,ICMP,,High,ACTIVE,12,2026-03-30
180,dcnfpan01.example.net,asset-33433,10.28.20.130,DCNFPAN01,Palo Alto Networks OS,CVE-2020-2021,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-8271,Palo Alto Networks PAN-OS SAML Authentication Bypass,Upgrade to the latest firmware version.,9.613182563416924,2025-11-29,Disable affected service if not required.,2025-09-08,Mitigation,2025-11-16,vuln-441614,2026-02-01,80,ICMP,,Critical,ACTIVE,107,2026-05-03
145,dcnfpan01.example.net,asset-33433,10.37.7.84,DCNFPAN01,Palo Alto Networks OS,CVE-2021-3064,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-6902,Palo Alto Networks GlobalProtect Buffer Overflow,Upgrade to the latest firmware version.,9.634985785000763,2025-06-13,Disable affected service if not required.,2025-06-30,Mitigation,2025-09-09,vuln-408347,2026-02-01,22,TCP,,Critical,ACTIVE,95,2026-05-05
77,dcnfpan01.example.net,asset-33433,10.234.152.7,DCNFPAN01,Palo Alto Networks OS,CVE-2022-0028,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-2740,Palo Alto Networks PAN-OS Reflected DoS,Upgrade to the latest firmware version.,8.709038145925698,2025-07-31,Disable affected service if not required.,2025-04-21,Mitigation,2025-08-30,vuln-921524,2026-02-01,0,UDP,,High,ACTIVE,56,2026-04-13
40,dcnfpan02.example.net,asset-86373,10.246.240.58,DCNFPAN02,Palo Alto Networks OS,CVE-2024-9474,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-9249,Palo Alto Networks PAN-OS Privilege Escalation,Upgrade to the latest firmware version.,8.297812968302065,2025-02-19,Disable affected service if not required.,2025-06-07,Mitigation,2025-08-23,vuln-868654,2026-02-05,8443,TCP,,High,ACTIVE,156,2026-04-07
163,dcnfpan02.example.net,asset-86373,10.69.50.215,DCNFPAN02,Palo Alto Networks OS,CVE-2023-38802,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-5801,Palo Alto Networks Cortex XSOAR SQL Injection,Upgrade to the latest firmware version.,8.511069521635987,2025-07-23,Disable affected service if not required.,2025-09-05,Mitigation,2025-10-07,vuln-342106,2026-02-02,80,ICMP,,High,ACTIVE,30,2026-03-24
228,dcnfpan02.example.net,asset-86373,10.188.246.226,DCNFPAN02,Palo Alto Networks OS,CVE-2021-3064,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-7716,Palo Alto Networks GlobalProtect Buffer Overflow,Upgrade to the latest firmware version.,9.661881159839705,2025-07-11,Disable affected service if not required.,2025-04-24,Mitigation,2025-12-19,vuln-479895,2026-01-31,443,ICMP,,Critical,ACTIVE,59,2026-04-09
311,branchnfpan01.example.net,asset-64899,10.67.204.74,BRANCHNFPAN01,Palo Alto Networks OS,CVE-2024-9474,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-6596,Palo Alto Networks PAN-OS Privilege Escalation,Upgrade to the latest firmware version.,7.613844338938326,2025-11-27,Disable affected service if not required.,2025-06-12,Mitigation,2025-09-22,vuln-629558,2026-02-04,8443,UDP,,High,ACTIVE,162,2026-03-12
93,branchnfpan01.example.net,asset-64899,10.225.117.4,BRANCHNFPAN01,Palo Alto Networks OS,CVE-2022-0028,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3732,Palo Alto Networks PAN-OS Reflected DoS,Upgrade to the latest firmware version.,8.220788845558655,2025-08-26,Disable affected service if not required.,2025-05-12,Mitigation,2025-12-13,vuln-232537,2026-01-30,22,UDP,,High,ACTIVE,7,2026-03-24
38,branchnfpan01.example.net,asset-64899,10.34.132.222,BRANCHNFPAN01,Palo Alto Networks OS,CVE-2024-0012,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-9672,Palo Alto Networks PAN-OS Authentication Bypass,Upgrade to the latest firmware version.,10.218623003275054,2025-06-05,Disable affected service if not required.,2025-07-10,Mitigation,2025-12-06,vuln-521860,2026-01-31,8443,TCP,,Critical,ACTIVE,76,2026-04-30
173,branchnfpan01.example.net,asset-64899,10.152.156.158,BRANCHNFPAN01,Palo Alto Networks OS,CVE-2023-38802,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-2765,Palo Alto Networks Cortex XSOAR SQL Injection,Upgrade to the latest firmware version.,8.594134103672054,2025-12-15,Disable affected service if not required.,2025-12-01,Mitigation,2025-10-09,vuln-570700,2026-02-02,0,UDP,,High,ACTIVE,112,2026-04-19
195,branchnfpan02.example.net,asset-72535,10.83.113.46,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2024-9474,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-9334,Palo Alto Networks PAN-OS Privilege Escalation,Upgrade to the latest firmware version.,8.022533185691243,2025-08-17,Disable affected service if not required.,2025-11-19,Mitigation,2025-11-09,vuln-411792,2026-02-02,80,TCP,,High,ACTIVE,145,2026-04-04
147,branchnfpan02.example.net,asset-72535,10.83.99.82,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2021-3064,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3923,Palo Alto Networks GlobalProtect Buffer Overflow,Upgrade to the latest firmware version.,10.253513668054318,2025-12-17,Disable affected service if not required.,2025-09-22,Mitigation,2025-09-19,vuln-644352,2026-02-03,8443,ICMP,,Critical,ACTIVE,81,2026-05-01
146,branchnfpan02.example.net,asset-72535,10.43.31.74,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2024-0012,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-5486,Palo Alto Networks PAN-OS Authentication Bypass,Upgrade to the latest firmware version.,9.786635725490129,2025-09-15,Disable affected service if not required.,2025-10-13,Mitigation,2025-10-26,vuln-372031,2026-02-01,22,TCP,,Critical,ACTIVE,171,2026-04-20
50,branchnfpan02.example.net,asset-72535,10.53.142.215,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2022-0028,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-9334,Palo Alto Networks PAN-OS Reflected DoS,Upgrade to the latest firmware version.,8.85486473864952,2025-12-24,Disable affected service if not required.,2025-12-18,Mitigation,2025-08-22,vuln-664045,2026-01-30,23,TCP,,High,ACTIVE,126,2026-03-15
190,branchnfpan02.example.net,asset-72535,10.53.73.242,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2024-3400,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-7987,Palo Alto Networks PAN-OS Command Injection,Upgrade to the latest firmware version.,10.232089418506806,2025-04-16,Disable affected service if not required.,2025-11-04,Mitigation,2025-09-13,vuln-409268,2026-02-05,0,ICMP,,Critical,ACTIVE,31,2026-04-09
253,branchnfpan02.example.net,asset-72535,10.68.23.222,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2023-38802,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3241,Palo Alto Networks Cortex XSOAR SQL Injection,Upgrade to the latest firmware version.,8.593077250409522,2025-11-09,Disable affected service if not required.,2025-07-10,Mitigation,2025-12-18,vuln-880431,2026-01-30,23,ICMP,,High,ACTIVE,20,2026-04-17
260,branchnfpan02.example.net,asset-72535,10.86.71.117,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2019-1579,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-9402,Palo Alto Networks GlobalProtect RCE,Upgrade to the latest firmware version.,8.272081476278942,2025-12-01,Disable affected service if not required.,2025-07-30,Mitigation,2025-12-29,vuln-554429,2026-02-05,0,ICMP,,High,ACTIVE,82,2026-04-25
325,branchnfpan02.example.net,asset-72535,10.161.3.63,BRANCHNFPAN02,Palo Alto Networks OS,CVE-2020-2021,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3242,Palo Alto Networks PAN-OS SAML Authentication Bypass,Upgrade to the latest firmware version.,10.086343373180993,2025-09-17,Disable affected service if not required.,2025-09-29,Mitigation,2025-11-01,vuln-592951,2026-02-04,443,TCP,,Critical,ACTIVE,128,2026-04-19
223,extpan01.example.net,asset-27274,10.18.126.143,EXTPAN01,Palo Alto Networks OS,CVE-2024-0012,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-4416,Palo Alto Networks PAN-OS Authentication Bypass,Upgrade to the latest firmware version.,10.009990510181451,2025-12-19,Disable affected service if not required.,2025-06-07,Mitigation,2025-11-01,vuln-743173,2026-02-02,0,ICMP,,Critical,ACTIVE,61,2026-03-28
248,extpan01.example.net,asset-27274,10.136.169.245,EXTPAN01,Palo Alto Networks OS,CVE-2022-0028,Vulnerability in Palo Alto Networks software allows...,Palo Alto Networks,def-3950,Palo Alto Networks PAN-OS Reflected DoS,Upgrade to the latest firmware version.,8.977889650315795,2025-09-11,Disable affected service if not required.,2025-08-11,Mitigation,2025-09-05,vuln-614034,2026-01-30,0,UDP,,High,ACTIVE,154,2026-04-15
